;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes;Brand
2085;Domaine de la Font des Pères, Bandol, Provence, 2019;Domaine de la Font des Pères;2019;Still;White;France;Bandol;Bandol;Dry;Cork;;Medium;Oaked;['37% Bourboulenc', '53% Clairette', '10% Rolle'];
2086;Palmer & Co, Grands Terroirs, Champagne, France 2012;Palmer & Co;2012;Sparkling;White;France;Champagne;;Brut;Natural Cork;12.00%;Medium;;['46% Chardonnay', '5% Pinot Meunier', '49% Pinot Noir / Pinot Nero'];Grands Terroirs
2087;Palmer & Co, Grands Terroirs, Champagne, France 2015;Palmer & Co;2015;Sparkling;White;France;Champagne;;Brut;Natural Cork;12.00%;Medium;;['50% Chardonnay', '12% Pinot Meunier', '38% Pinot Noir / Pinot Nero'];Grands Terroirs
2088;Le Pavillon de Targe, Saumur-Champigny, Loire 2017;Château de Targé;2017;Still;Red;France;Loire;Saumur-Champigny;Dry;;13.00%;Medium;;['100% Cabernet Franc'];Le Pavillon de Targe
2089;Château Recougne, Bordeaux Supérieur, Bordeaux, France, 2018;Château Recougne;2018;Still;Red;France;Bordeaux;;Dry;Natural Cork;14.50%;;;['14% Cabernet Franc', '77% Merlot'];Bordeaux Supérieur
2090;Château Batailley, Lions de Batailley, Pauillac, Bordeaux, France 2015;Château Batailley;2015;Still;Red;France;Bordeaux;;Dry;Natural Cork;13.50%;;;['6% Cabernet Franc', '60% Cabernet Sauvignon', '33% Merlot'];Lions de Batailley
2091;Château Cap de Mourlin, St-Emilion Grand Cru Classé, Bordeaux, France 2007;Château Cap de Mourlin;2007;Still;Red;France;Bordeaux;;Dry;Natural Cork;13.00%;;;['25% Cabernet Franc', '10% Cabernet Sauvignon', '65% Merlot'];St-Emilion Grand Cru Classé
2092;Henri Pion, Bourgogne Rouge, Burgundy, France, 2018;Henri Pion;2018;Still;Red;France;Burgundy;;Dry;Natural Cork;13.00%;;;['100% Pinot Noir / Pinot Nero'];Bourgogne Rouge
2093;Majestic, Parcel Series Sauternes, Bordeaux, France, 2018;Majestic;2018;Still;White;France;Bordeaux;;Sweet;Natural Cork;14.00%;;;['5% Sauvignon Blanc', '95% Sémillon'];Parcel Series Sauternes
2094;Majestic, Definition Chablis, Burgundy, France, 2021;Majestic;2021;Still;White;France;Burgundy;;Dry;Screwcap;12.50%;;;['100% Chardonnay'];Definition Chablis
2095;Abbotts & Delaunay, Les Fruits Sauvages Chardonnay, Languedoc Roussillon, France 2020;Abbotts & Delaunay;2020;Still;White;France;Languedoc-Roussillon;;Dry;Screwcap;13.50%;;;['100% Chardonnay'];Les Fruits Sauvages Chardonnay
2096;Chanoine Frères, Réserve Privée Brut Rosé, Champagne, France NV;Chanoine Frères;;Sparkling;Rosé;France;Champagne;;Brut;Natural Cork;12.50%;;;['8% Chardonnay', '29% Pinot Meunier', '63% Pinot Noir / Pinot Nero'];Réserve Privée Brut Rosé NV
2097;Langlois-Château, Crémant de Loire Rosé Brut, Loire, France NV;Langlois-Château;;Sparkling;Rosé;France;Loire;;Brut;Natural Cork;12.50%;;;['Cabernet Franc', 'Pinot Noir / Pinot Nero'];Crémant de Loire Rosé Brut NV
2098;Domaine Piétri-Geraud, L'Écume, Collioure 2021;Domaine Piétri-Geraud;2021;Still;White;France;Languedoc-Roussillon;Collioure;Dry;;13.50%;Medium;;['80% Grenache Blanc / Garnacha Blanca', '5% Marsanne', '15% Vermentino'];L'Écume
2099;Château Vannières, Bandol, Provence, 2019;Château Vannières;2019;Still;Red;France;Bandol;Bandol;Dry;Cork;14.50%;Full;Oaked;['10% Grenache / Garnacha', '90% Mourvèdre'];
2100;Domaine de L'Olivette, Bandol, Provence, 2017;Domaine de L'Olivette;2017;Still;Red;France;Bandol;Bandol;Dry;Cork;15.00%;Full;Oaked;['85% Mourvèdre', '5% Syrah / Shiraz', '10% Grenache'];
2101;Domaines Ott, Château Romassan, Bandol, Provence, 2018;Domaines Ott;2018;Still;Red;France;Bandol;Bandol;Dry;Cork;;Full;Oaked;['15% Grenache / Garnacha', '85% Mourvèdre'];Château Romassan
2102;Domaine la Suffrène, Tradition, Bandol, Provence, 2018;Domaine la Suffrène;2018;Still;Red;France;Bandol;Bandol;Dry;Cork;;Full;Oaked;['15% Cinsault', '15% Grenache / Garnacha', '60% Mourvèdre'];Tradition
2103;Château Pradeaux, Les Lys, Bandol, Provence, 2018;Château Pradeaux;2018;Still;Red;France;Bandol;Bandol;Dry;Cork;14.50%;Full;Oaked;['Cinsault', 'Grenache / Garnacha', '90% Mourvèdre'];Les Lys
2104;Domaine Le Galantin, Bandol, Provence, 2017;Domaine Le Galantin;2017;Still;Red;France;Bandol;Bandol;Dry;Cork;;Full;Oaked;['10% Grenache / Garnacha', '90% Mourvèdre'];
2105;Domaine Moulin-la-Viguerie, La Combe des Rieu, Tavel, Rhône 2020;Domaine Moulin-la-Viguerie;2020;Still;Rosé;France;Rhône;Tavel;Dry;Cork;14.50%;Medium;Unoaked;['Cinsault', 'Carignan / Cariñena', 'Grenache'];La Combe des Rieu
2106;Château Les Mesclances, Faustine, Côtes de Provence La Londe 2021;Château Les Mesclances;2021;Still;Rosé;France;Provence;Côtes de Provence;Dry;Cork;13.50%;Medium;Unoaked;['10% Mourvèdre', '90% Grenache'];Faustine
2107;Château Malartic-Lagravière, Pessac-Léognan, 2008;Château Malartic-Lagravière;2008;Still;White;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.00%;Medium;;['85% Sauvignon Blanc', '15% Sémillon'];
2108;Château Cantenac Brown, Margaux, 3ème Cru Classé, 2006;Château Cantenac Brown;2006;Still;Red;France;Bordeaux;Margaux;Dry;Cork;13.50%;Full;;['24% Cabernet Franc', '76% Merlot'];
2109;Château Grand-Puy-Lacoste, Pauillac, 5ème Cru Classé, 2005;Château Grand-Puy-Lacoste;2005;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;13.50%;Full;;['78% Cabernet Sauvignon', '22% Merlot'];
2110;Château Canon, St-Émilion, 1er Grand Cru Classé B, 2000;Château Canon;2000;Still;Red;France;Bordeaux;St-Émilion;Dry;Cork;13.00%;Full;;['25% Cabernet Sauvignon', '75% Merlot'];
2111;Château La Serre, St-Émilion, Grand Cru Classé, 2009;Château La Serre;2009;Still;Red;France;Bordeaux;St-Émilion;Dry;Cork;14.50%;Full;;['41% Cabernet Franc', '51% Merlot', '4% Petit Verdot'];
2112;Château Poujeaux, Moulis-en-Médoc, Bordeaux, France, 2009;Château Poujeaux;2009;Still;Red;France;Bordeaux;Moulis-en-Médoc;Dry;Cork;14.00%;Full;;['20% Cabernet Franc', '80% Merlot'];
2113;Château Nénin, Pomerol, Bordeaux, France, 2006;Château Nénin;2006;;Red;France;Bordeaux;Pomerol;;;12.50%;;;;
2114;Château Trotanoy, Pomerol, Bordeaux, France, 2005;Château Trotanoy;2005;Still;Red;France;Bordeaux;Pomerol;Dry;Natural Cork;14.00%;Full;Oaked;['3% Cabernet Franc', '97% Merlot'];
2115;Château Pichon Baron, Pauillac, 2ème Cru Classé, 2004;Château Pichon Baron;2004;Still;Red;France;Bordeaux;Pauillac;Dry;Natural Cork;12.50%;Full;Oaked;['5% Cabernet Franc', '65% Cabernet Sauvignon', '30% Merlot'];
2116;Château Beauregard, Pomerol, Bordeaux, France, 2003;Château Beauregard;2003;Still;Red;France;Bordeaux;Pomerol;Dry;Natural Cork;;Full;Oaked;['25% Cabernet Franc', '75% Merlot'];
2117;Château Lafleur, Pomerol, Bordeaux, France, 2002;Château Lafleur;2002;Still;Red;France;Bordeaux;Pomerol;Dry;Natural Cork;14.50%;Full;Oaked;['40% Cabernet Franc', '60% Merlot'];
2118;Château Léoville Poyferré, St-Julien, 2ème Cru Classé, 2001;Château Léoville Poyferré;2001;Still;Red;France;Bordeaux;St-Julien;Dry;Natural Cork;13.00%;Full;Oaked;['Cabernet Franc', 'Cabernet Sauvignon', 'Merlot'];
2119;Château La Conseillante, Pomerol, Bordeaux, France, 2001;Château La Conseillante;2001;Still;Red;France;Bordeaux;Pomerol;Dry;Natural Cork;13.30%;Full;Oaked;['19% Cabernet Franc', '81% Merlot'];
2120;Château Montrose, St-Estèphe, 2ème Cru Classé, 2000;Château Montrose;2000;Still;Red;France;Bordeaux;St-Estèphe;Dry;Natural Cork;13.50%;Full;Oaked;['4% Cabernet Franc', '63% Cabernet Sauvignon', '31% Merlot'];
2121;Domaine Tempier, Bandol, Provence 2021;Domaine Tempier;2021;Still;Rosé;France;Provence;Bandol;;;;;;;
2122;Domaine la Suffrène, Tradition, Bandol, Provence 2020;Domaine la Suffrène;2020;Still;Rosé;France;Provence;Bandol;Dry;Cork;13.50%;Medium;Unoaked;['20% Cinsault', '40% Mourvèdre', '30% Grenache'];Tradition
2123;Domaine Lafond Roc-Epine, Tavel, Rhône 2021;Domaine Lafond Roc-Epine;2021;Still;Rosé;France;Rhône;Tavel;Dry;Cork;13.50%;Medium;Unoaked;['Cinsault', 'Syrah / Shiraz', 'Grenache'];
2124;Domaine La Grande Bauquière, Moment Singulier, Côtes de Provence 2021;Domaine La Grande Bauquière;2021;Still;Rosé;France;Provence;Côtes de Provence;Dry;Cork;13.00%;Medium;Oaked;['20% Rolle', '40% Syrah / Shiraz', '40% Grenache'];Moment Singulier
2125;Château Haut-Batailley, Pauillac, 5ème Cru Classé;Château Haut-Batailley;2017;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;;Full;Oaked;['66% Cabernet Sauvignon', '34% Merlot'];
2126;Château Paveil de Luze, Margaux, Cru Bourgeois Exceptionnel, Bordeaux 2016;Château Paveil de Luze;2016;Still;Red;France;Bordeaux;Margaux;Dry;Cork;13.50%;Medium;Oaked;['Cabernet Franc', 'Cabernet Sauvignon', 'Merlot'];
2127;Château Siran, Margaux, Bordeaux 2016;Château Siran;2016;Still;Red;France;Bordeaux;Margaux;Dry;Cork;14.00%;Full;Oaked;['46% Cabernet Sauvignon', '44% Merlot', '9% Petit Verdot'];
2128;Château Paveil de Luze, Margaux, Bordeaux 2010;Château Paveil de Luze;2010;Still;Red;France;Bordeaux;Margaux;Dry;Cork;14.00%;Medium;Oaked;['70% Cabernet Sauvignon', '30% Merlot'];
2129;Château Rauzan-Ségla, Margaux, 2ème Cru Classé, Bordeaux 2016;Château Rauzan-Ségla;2016;Still;Red;France;Bordeaux;Margaux;Dry;Cork;;;;;
2130;Château Brane-Cantenac, Margaux, 2ème Cru Classé, Bordeaux 2016;Château Brane-Cantenac;2016;Still;Red;France;Bordeaux;Margaux;Dry;Cork;13.00%;;;['70% Cabernet Sauvignon', '27% Merlot', '2% Petit Verdot'];
2131;Château Prieuré-Lichine, Margaux, 4ème Cru Classé, Bordeaux 2016;Château Prieuré-Lichine;2016;Still;Red;France;Bordeaux;Margaux;Dry;Cork;13.50%;Full;Oaked;['66% Cabernet Sauvignon', '29% Merlot', '5% Petit Verdot'];
2132;Château Malescot St Exupéry, Margaux, 3ème Cru Classé, Bordeaux 2019;Château Malescot St Exupéry;2019;Still;Red;France;Bordeaux;Margaux;Dry;Cork;;Full;Oaked;;
2133;Château d'Issan, Margaux, 3ème Cru Classé, Bordeaux 2016;Château d'Issan;2016;Still;Red;France;Bordeaux;Margaux;Dry;Cork;;;;['64% Cabernet Sauvignon', '36% Merlot'];
2134;Château Kirwan, Margaux, 3ème Cru Classé, Bordeaux 2010;Château Kirwan;2010;Still;Red;France;Bordeaux;Margaux;Dry;Cork;13.50%;Full;Oaked;['9% Cabernet Franc', '50% Cabernet Sauvignon', '30% Merlot'];
2135;Château Kirwan, Margaux, 3ème Cru Classé, Bordeaux 2016;Château Kirwan;2016;Still;Red;France;Bordeaux;Margaux;;;;;;;
2136;Château Cantenac-Brown, Margaux, 3ème Cru Classé, Bordeaux 2016;Château Cantenac Brown;2016;Still;Red;France;Bordeaux;Margaux;Dry;Cork;13.50%;Full;Oaked;;
2137;Château Labégorce, Margaux, Bordeaux 2016;Château Labégorce;2016;Still;Red;France;Bordeaux;Margaux;Dry;Cork;;;;;
2138;Château Giscours, Margaux, 3ème Cru Classé, Bordeaux 2011;Château Giscours;2011;Still;Red;France;Bordeaux;Margaux;Dry;Natural Cork;13.50%;Full;Oaked;['5% Cabernet Franc', '60% Cabernet Sauvignon', '32% Merlot'];
2139;Château Prieuré-Lichine, Margaux, 4ème Cru Classé, Bordeaux 2010;Château Prieuré-Lichine;2010;Still;Red;France;Bordeaux;Margaux;Dry;Cork;14.00%;Full;Oaked;['65% Cabernet Sauvignon', '30% Merlot', '5% Petit Verdot'];
2140;Château de Sales, Pomerol, Bordeaux, 2019;Château de Sales;2019;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;;Full;Oaked;['12.5% Cabernet Franc', '15% Cabernet Sauvignon', '72.5% Merlot'];
2141;Château du Domaine de L’Eglise, Pomerol, Bordeaux, 2012;Château du Domaine de L’Eglise;2012;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;13.50%;Medium;;;
2142;Château L'Eglise-Clinet, Pomerol, Bordeaux, 2019;Château L'Eglise-Clinet;2019;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;14.50%;Full;Oaked;['10% Cabernet Franc', '90% Merlot'];
2143;Château La Conseillante, Pomerol, Bordeaux, 2012;Château La Conseillante;2012;Still;Red;France;Bordeaux;Pomerol;Dry;;;;Oaked;;
2144;Château Latour à Pomerol, Pomerol, Bordeaux, 2018;Château Latour à Pomerol;2018;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;14.50%;Full;Oaked;['100% Merlot'];
2145;Château Mazeyres, Pomerol, Bordeaux, 2018;Château Mazeyres;2018;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;14.00%;Full;Oaked;['29% Cabernet Franc', '5% Cabernet Sauvignon', '66% Merlot'];
2146;Château Montviel, Pomerol, Bordeaux, 2018;Château Montviel;2018;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;14.50%;Full;Oaked;['20% Cabernet Franc', '80% Merlot'];
2147;Clos René, Pomerol, Bordeaux, 2018;Clos René;2018;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;;Full;Oaked;['20% Cabernet Franc', '10% Cabernet Sauvignon', '70% Merlot'];
2148;Château Porte Chic, Pomerol, Bordeaux, 2016;Château Porte Chic;2016;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;14.00%;Medium;;;
2149;Château Sacré Coeur, Pomerol, Bordeaux, 2018;Château Sacré Coeur;2018;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;14.00%;Medium;;;
2150;Vieux Château Certan, Pomerol, Bordeaux, 2019;Vieux Château Certan;2019;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;14.50%;Full;Oaked;['15% Cabernet Franc', '7% Cabernet Sauvignon', '78% Merlot'];
2151;Château Grand Village, Blanc, Bordeaux Blanc 2020;Château Grand Village;2020;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;Cork;13.50%;Medium;Lightly Oaked;['85% Sauvignon Blanc', '15% Sémillon'];Blanc
2152;Château Lafite Rothschild, Pauillac, 1er Cru Classé, Bordeaux, 1961;Château Lafite Rothschild;1961;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;;Medium;Oaked;;
2153;Château Ausone, St-Émilion, Grand Cru Classé, Bordeaux, 1955;Château Ausone;1955;Still;Red;France;Bordeaux;St-Émilion;Dry;Cork;;Medium;Oaked;;
2154;Château Cheval Blanc, St-Émilion, Grand Cru Classé, Bordeaux, 1955;Château Cheval Blanc;1955;Still;Red;France;Bordeaux;St-Émilion;Dry;Cork;;Medium;Oaked;;
2155;Château Gruaud-Larose, St-Julien, 2ème Cru Classé, Bordeaux, 1961;Château Gruaud-Larose;1961;Still;Red;France;Bordeaux;St-Julien;Dry;Cork;;Medium;Oaked;;
2156;Château Haut-Brion, Pessac-Léognan, 1er Cru Classé, Bordeaux, 1961;Château Haut-Brion;1961;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;Medium;Oaked;;
2157;Château La Mission Haut-Brion, Pessac-Léognan, Cru Classé de Graves, Bordeaux, 1929;Château La Mission Haut-Brion;1929;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;Medium;Oaked;;
2158;Château Lafleur, Pomerol, Bordeaux, 2019;Château Lafleur;2019;Still;Red;France;Bordeaux;Pomerol;Dry;Cork;14.00%;Full;Oaked;['47% Cabernet Franc', '53% Merlot'];
2159;Château Latour, Pauillac, 1er Cru Classé, Bordeaux, 1949;Château Latour;1949;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;;Medium;Oaked;;
2160;Château Mouton Rothschild, Pauillac, 1er Cru Classé, Bordeaux, 1947;Château Mouton Rothschild;1947;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;;Medium;Oaked;;
2161;Château Palmer, Margaux, 3ème Cru Classé, Bordeaux, 1961;Château Palmer;1961;Still;Red;France;Bordeaux;Margaux;Dry;Cork;;Medium;Oaked;;
2162;Château Pontet-Canet, Pauillac, 5ème Cru Classé, Bordeaux, 1919;Château Pontet-Canet;1919;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;;Medium;Oaked;;
2163;Cap Royal, Bordeaux Supérieur, Bordeaux, France 2019;Cap Royal;2019;Still;Red;France;Bordeaux;Bordeaux Supérieur;Dry;Cork;13.50%;Full;;['30% Cabernet Sauvignon', '70% Merlot'];
2164;Arthur Barolet, Le Village, Savigny-lès-Beaune, Burgundy, France 2018;Arthur Barolet;2018;Still;Red;France;Burgundy;Savigny-lès-Beaune;Dry;Cork;13.00%;Medium;;['100% Pinot Noir / Pinot Nero'];Le Village
2165;Miraval, Studio by Miraval, Provence, France 2021;Miraval;2021;Still;Rosé;France;Provence;;Dry;Screwcap;12.50%;Medium;;['40% Cinsault', '10% Vermentino', '45% Grenache'];Studio by Miraval
2166;Château de Portets, Graves, Ambassadeur de Graves, Bordeaux, 2019;Château de Portets;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;13.50%;Medium;;;
2167;Château Moutin, Graves, Ambassadeur de Graves, Bordeaux, 2019;Château Moutin;2019;Still;Red;France;Bordeaux;Graves;;;;;;;
2168;Château La Rose Sarron, Graves, Ambassadeur de Graves, Bordeaux, 2019;Château La Rose Sarron;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;14.00%;Medium;;;
2169;Château Martignac, Graves, Ambassadeur de Graves, Bordeaux, 2019;Château Martignac;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;13.50%;Medium;;;
2170;Château Lagrange, Graves, Ambassadeur de Graves, Bordeaux, 2019;Château Lagrange;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;;Full;Oaked;['Cabernet Sauvignon', 'Merlot'];
2171;Château Lagrange, Graves, Ambassadeur de Graves, Bordeaux, 2019;Château Lagrange;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;13.50%;Medium;;;
2172;Château Crabitey, Graves, Ambassadeur de Graves, Bordeaux, 2019;Château Crabitey;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;14.00%;Medium;;;
2173;Clos Floridène, Graves, Ambassadeur de Graves, Bordeaux, 2019;Clos Floridène;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;13.80%;Full;Oaked;['70% Cabernet Sauvignon', '30% Merlot'];
2174;Clos Bourgelat, Graves, Ambassadeur de Graves, Bordeaux, 2019;Clos Bourgelat;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;13.50%;Medium;;;
2175;Château Roquetaillade La Grange, Graves, Ambassadeur de Graves, Bordeaux, 2019;Château Roquetaillade La Grange;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;14.00%;Medium;;;
2176;Château de Chantegrive, Graves, Ambassadeur de Graves, Bordeaux, 2019;Château de Chantegrive;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;14.00%;Medium;;;
2177;Clos Bourgelat, Graves, Ambassadeur de Graves, Bordeaux, 2020;Clos Bourgelat;2020;Still;White;France;Bordeaux;Graves;Dry;Cork;12.50%;Medium;;;
2178;Château La Rose Sarron, Graves, Ambassadeur de Graves, Bordeaux, 2020;Château La Rose Sarron;2020;Still;White;France;Bordeaux;Graves;Dry;Cork;13.00%;Medium;;;
2179;Château Lagrange, Graves, Ambassadeur de Graves, Bordeaux, 2020;Château Lagrange;2020;Still;White;France;Bordeaux;Graves;Dry;Cork;;Full;Oaked;['40% Sauvignon Blanc', '60% Sémillon'];
2180;Château d'Esclans, The Palm by Whispering Angel, Coteaux d'Aix-en-Provence, Provence, France 2020;Château d'Esclans;2020;Still;Rosé;France;Provence;Coteaux d'Aix-en-Provence;Dry;Screwcap;12.50%;Light;;['14% Cinsault', '19% Syrah / Shiraz', '54% Grenache'];The Beach by Whispering Angel
2181;Château d'Esclans, The Palm by Whispering Angel, Coteaux d'Aix en Provence, 2017;Château d'Esclans;2017;Still;Rosé;;;;;;;;;;The Beach by Whispering Angel
2182;Jérémie Huchet, Chapeau Chenin, Loire 2020;Jérémie Huchet;2020;Still;White;France;Loire;;Dry;;12.00%;Light;;['100% Chenin Blanc'];Chapeau Chenin
2183;Domaine Patrick Baudouin, Bellevue, Savennières 2018;Domaine Patrick Baudouin;2018;Still;White;France;Loire;Savennières;Dry;;14.00%;Medium;;['100% Chenin Blanc'];Bellevue
2184;Thibaud Boudignon, Anjou Blanc, Loire 2018;Thibaud Boudignon;2018;Still;White;France;Loire;Anjou Blanc;Dry;;13.50%;Medium;;['100% Chenin Blanc'];
2185;Château de Suronde, Anjou, Quarts de Chaume 2018;Château de Suronde;2018;Still;White;France;Loire;Anjou;Sweet;;12.00%;Medium;;['100% Chenin Blanc'];
2186;Lanson, Le Rosé, Champagne, France NV;Lanson;;Sparkling;Rosé;France;Champagne;;Brut;Cork;12.50%;;;['32% Chardonnay', '15% Pinot Meunier', '53% Pinot Noir / Pinot Nero'];Le Rosé
2187;Louis Jadot, Mâcon-Villages Blanc, Burgundy, France, 2021;Louis Jadot;2021;Still;White;France;Burgundy;;Dry;Screwcap;12.50%;;Unoaked;['100% Chardonnay'];Mâcon-Villages Blanc
2188;Tesco, Finest Sancerre Rosé, Loire, France, 2021;Tesco;2021;Still;Rosé;France;Loire;;Dry;Cork;13.00%;;Unoaked;['100% Pinot Noir / Pinot Nero'];Finest Sancerre Rosé
2189;Tesco, Finest Châteauneuf-du-Pape, Rhône, France, 2019;Tesco;2019;Still;Red;France;Rhône;;Dry;Cork;14.50%;;Unoaked;['15% Mourvèdre', '11% Syrah / Shiraz', '65% Grenache'];Finest Châteauneuf-du-Pape
2190;Château Nadal Hainaut, Trois Sources Rosé, Côtes Catalanes, Languedoc-Roussillon, France 2021;Château Nadal Hainaut;2021;Still;Rosé;France;Languedoc-Roussillon;Côtes Catalanes;Dry;Cork;13.00%;Medium;;['100% Syrah / Shiraz'];Trois Sources Rosé
2191;Domaine des Soulanes, Rosé, Côtes du Roussillon, Languedoc-Roussillon, France 2021;Domaine des Soulanes;2021;Still;Rosé;France;Languedoc-Roussillon;Côtes du Roussillon;Dry;Cork;12.00%;Medium;;['20% Grenache / Garnacha', '20% Mourvèdre', '50% Carignan / Cariñena'];Rosé
2192;Arnaud de Villeneuve, Stellaire, Côtes Catalanes, Languedoc-Roussillon, France 2021;Arnaud de Villeneuve;2021;Still;Rosé;France;Languedoc-Roussillon;Côtes Catalanes;Dry;Cork;13.00%;Medium;;['100% Grenache Gris'];Stellaire
2193;Les Champs Libres, Blanc, Bordeaux Blanc, Bordeaux, 2021;Les Champs Libres;2021;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;Cork;13.00%;Medium;;['100% Sauvignon Blanc'];Blanc
2194;Château d'Aiguilhe, Blanc, Bordeaux Blanc, Bordeaux, 2021;Château d'Aiguilhe;2021;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;Cork;13.30%;Medium;;['100% Sauvignon Blanc'];Blanc
2195;Château Fleur Cardinale, Intuition de Fleur Cardinale Blanc;Château Fleur Cardinale;2021;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;Cork;;Medium;;['50% Sauvignon Blanc', '25% Sauvignon Gris', '25% Sémillon'];Intuition de Fleur Cardinale Blanc
2196;Domaine de Bila-Haut, Chrysopée Blanc Sélection Parcellaire, Collioure, Languedoc-Roussillon, France 2018;Domaine de Bila-Haut;2018;Still;White;France;Languedoc-Roussillon;Collioure;Dry;Cork;13.00%;Full;;['10% Grenache Blanc / Garnacha Blanca', '90% Grenache Gris'];Chrysopée Blanc Sélection Parcellaire
