;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Alcohol;Oak;Grapes;Brand;Closure;Body
4265;Castello Romitorio, Brunello di Montalcino, 2015;Castello Romitorio;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
4266;La Poderina, Brunello di Montalcino, 2015;La Poderina;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
4267;Paradiso di Cacuci, Brunello di Montalcino, 2015;Paradiso di Cacuci;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];;Cork;Full
4268;La Fornace, Origini, Brunello di Montalcino, 2015;La Fornace;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Origini;Cork;Full
4269;Ciacci Piccolomini d'Aragona, Vigna Pianrosso, Brunello di Montalcino, Tuscany, 2015;Ciacci Piccolomini d'Aragona;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Vigna Pianrosso;Cork;Full
4270;Cortonesi, La Mannella, Brunello di Montalcino, 2015;Cortonesi;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];La Mannella;Cork;Full
4271;Talenti, Piero, Brunello di Montalcino, 2015;Talenti;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];Piero;Cork;Full
4272;Corte Pavone, Fior di Meliloto, Brunello di Montalcino, 2015;Corte Pavone;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];Fior di Meliloto;Cork;Full
4273;Val di Suga, Vigna del Lago, Brunello di Montalcino, 2015;Val di Suga;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];Vigna del Lago;Cork;Full
4274;Tenute Silvio Nardi, Poggio Doria, Brunello di Montalcino, 2015;Tenute Silvio Nardi;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];Poggio Doria;Cork;Full
4275;Sesti, Brunello di Montalcino, 2015;Sesti;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
4276;Scopone, L'Olivare, Brunello di Montalcino, 2015;Scopone;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];L'Olivare;Cork;Full
4277;San Polino, Brunello di Montalcino, 2015;San Polino;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
4278;La Fiorita, Brunello di Montalcino, 2015;La Fiorita;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];;Cork;Full
4279;La Fornace, Brunello di Montalcino, 2015;La Fornace;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
4280;Il Marroneto, Brunello di Montalcino, 2015;Il Marroneto;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;13.90%;Oaked;['100% Sangiovese'];;Cork;Full
4281;Ferrero, Brunello di Montalcino, 2015;Ferrero;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];;Cork;Full
4282;Sainsbury's, Taste the Difference Pignoletto NV;Sainsbury's;;Sparkling;White;Italy;Emilia Romagna;;Brut;11.00%;;['Grechetto'];Taste the Difference Pignoletto Spumante Brut;;
4283;Corte Pavone, Brunello di Montalcino, 2015;Corte Pavone;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];;Cork;Full
4284;Riunite, Tesco Finest Pignoletto Spumante Brut, 2018;Riunite;2018;Sparkling;White;Italy;Emilia Romagna;;Brut;11.50%;;['Grechetto'];Tesco Finest Pignoletto Spumante Brut;;
4285;Villa Cialdini, Pignoletto Millesimato Brut, 2018;Villa Cialdini;2018;Sparkling;White;;;;;;;;Pignoletto Millesimato Brut;;
4286;Aldrovandi, Alto Vanto Bianco, Emilia Romagna, Italy, 2017;Aldrovandi;2017;Still;White;Italy;Emilia Romagna;;Dry;13.50%;;['Grechetto'];Alto Vanto Bianco;;
4287;Il Monticino, Frizzante del Monticino Pignoletto Brut NV;Il Monticino;;Sparkling;White;Italy;Emilia Romagna;;Brut;12.00%;;['Grechetto'];Frizzante del Monticino Pignoletto Brut;;
4288;Castelvetro, Pignoletto Extra Dry, Emilia-Romagna, Italy NV;Castelvetro;;Sparkling;White;Italy;Emilia Romagna;;Extra Dry;12.00%;;['Grechetto'];Pignoletto Extra Dry;;
4289;Balli Vini, L’Ancestrale Pignoletto Spumante Brut Nature;Balli Vini;2017;Sparkling;White;Italy;Emilia Romagna;;Brut Nature;13.00%;;['Grechetto'];L’Ancestrale Pignoletto Spumante Brut Nature;;
4290;Gaggioli, Pignoletto, Emilia Romagna, Italy, 2018;Gaggioli;2018;Still;White;Italy;Emilia Romagna;;Dry;12.50%;;['Grechetto'];Pignoletto;;
4291;Cevico, Romandiola Pignoletto Frizzante Brut, 2018;Cevico;2018;Sparkling;White;Italy;Emilia Romagna;;Brut;11.50%;;['Grechetto'];Romandiola Pignoletto Frizzante Brut;;
4292;Tenuta Santacroce, Metodo Famigliare Sur Lie Pignoletto NV;Tenuta Santacroce;;Sparkling;White;Italy;Emilia Romagna;;Brut;12.00%;;['Grechetto'];Metodo Famigliare Sur Lie Pignoletto Frizzante Brut;;
4293;Vallona, Ammestesso Pignoletto, Emilia Romagna, Italy, 2014;Vallona;2014;Still;White;Italy;Emilia Romagna;;Dry;14.00%;;['Grechetto'];Ammestesso Pignoletto;;
4294;Caparzo, Brunello di Montalcino, 2015;Caparzo;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;13.50%;Oaked;['100% Sangiovese'];;Cork;Full
4295;Canalicchio di Sopra, La Casaccia, Brunello di Montalcino, 2015;Canalicchio di Sopra;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];La Casaccia;Cork;Full
4296;Orsi Vigneto San Vito, Sui Lieviti Pignoletto Frizzante NV;Orsi Vigneto San Vito;2014;Sparkling;White;Italy;Emilia Romagna;;Brut;12.50%;;['100% Pignoletto'];Sui Lieviti Pignoletto Frizzante Brut;;
4297;Le Fraghe, Ròdon, Bardolino Chiaretto 2018;Le Fraghe;2018;Still;Rosé;Italy;Veneto;Bardolino;Dry;12.50%;;['Corvina'];Ròdon;Cork;Light
4298;Amalia, Le Coste di Monforte, Barolo, Monforte d’Alba, 2016;Amalia;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Le Coste di Monforte;Cork;Full
4299;Michele Calò, Mjère Rosato, Salento, Puglia, Italy, 2018;Michele Calò;2018;Still;Rosé;Italy;Puglia;Salento;Dry;13.00%;;['Negramaro'];Mjère Rosato;;Light
4300;GD Vajra, Rosabella, Piedmont, Italy, 2018;GD Vajra;2018;Still;Rosé;Italy;Piedmont;;Dry;13.50%;;['Barbera', 'Dolcetto', 'Nebbiolo'];Rosabella;;Light
4301;Cantele, Rohesia, Salento, Puglia, Italy, 2018;Cantele;2018;Still;Rosé;Italy;Puglia;Salento;Dry;13.50%;;['Negramaro'];Rohesia;;Light
4302;Torre dei Beati, Rosa-ae, Cerasuolo d'Abruzzo, Abruzzo, 2018;Torre dei Beati;2018;Still;Rosé;Italy;Abruzzo;Cerasuolo d'Abruzzo;Dry;13.50%;;['Montepulciano'];Rosa-ae;;Light
4303;Capezzana, Vin Ruspo, Tuscany, Italy, 2018;Capezzana;2018;Still;Rosé;Italy;Tuscany;;Dry;13.00%;;['Cabernet Sauvignon', 'Canaiolo', 'Sangiovese'];Vin Ruspo;;Light
4304;Librandi, Segno Librandi Rosato, Cirò, Calabria, Italy, 2018;Librandi;2018;Still;Rosé;Italy;Calabria;Cirò;Dry;13.50%;;['Gaglioppo'];Segno Librandi Rosato;;Light
4305;Masi, Rosa dei Masi Rosato, Veneto, Italy, 2019;Masi;2019;Still;Rosé;Italy;Veneto;;Dry;12.50%;;['Refosco'];Rosa dei Masi Rosato;;Light
4306;Manincor, La Rose de Manincor Rosato, Vigneti delle Dolomiti, 2018;Manincor;2018;Still;Rosé;Italy;Trentino-Alto Adige;Vigneti delle Dolomiti;Dry;13.50%;;['Cabernet Sauvignon', 'Lagrein', 'Merlot'];La Rose de Manincor Rosato;;Light
4307;Dorigati, Lagrein Kretzer, Trentino-Alto Adige, Italy, 2018;Dorigati;2018;Still;Rosé;Italy;Trentino-Alto Adige;;Dry;12.50%;;['Lagrein'];Lagrein Kretzer;;Light
4308;De Fermo, Le Cince, Cerasuolo d'Abruzzo, Abruzzo, 2018;De Fermo;2018;Still;Rosé;Italy;Abruzzo;Cerasuolo d'Abruzzo;Dry;13.00%;;['Montepulciano'];Le Cince;;Light
4309;Tenuta Viglione, Maioliche Rosato, Puglia, Italy, 2019;Tenuta Viglione;2019;Still;Rosé;Italy;Puglia;;Dry;13.00%;;['Primitivo'];Maioliche Rosato;;Light
4310;Selva Capuzza, San Donino Chiaretto, Lombardy, Italy, 2018;Selva Capuzza;2018;Still;Rosé;Italy;Lombardy;;Dry;12.00%;;['Barbera', 'Groppello Gentile'];San Donino Chiaretto;;Light
4311;Conte Spagnoletti Zeuli, Colombaio Bombino, Castel del Monte, 2018;Conte Spagnoletti Zeuli;2018;Still;Rosé;Italy;Puglia;Castel del Monte;Dry;12.50%;;['Bombino Nero'];Colombaio Bombino;;Light
4312;Castellore, Pecorino, Colline Pescaresi, Abruzzo, 2019;Castellore;2019;Still;White;Italy;Abruzzo;Colline Pescaresi;Dry;12.50%;;['100% Pecorino'];Pecorino;;Light
4313;Asti, Spumante, Italy;Asti;;Sparkling;White;Italy;;;Medium Sweet;7.00%;;['100% Moscato'];Spumante;;Light
4314;Antichi Podere Jerzu, Lucean Le Stelle, Vermentino di Sardegna, Sardinia, Italy 2018;Antichi Podere Jerzu;2018;Still;White;Italy;Sardinia;;Dry;13.50%;Unoaked;['100% Vermentino'];Lucean Le Stelle, Vermentino di Sardegna;Cork;Medium
4315;Pietradolce, Sant’Andrea, Etna, Sicily, Italy 2016;Pietradolce;2016;Still;White;Italy;Sicily;Etna;Dry;13.50%;Oaked;['100% Carricante'];Sant’Andrea;Cork;Medium
4316;Azienda Agricola Ciro Piciarello, 906, Fiano di Avellino, Campania, Italy 2018;Azienda Agricola Ciro Piciarello;2018;Still;White;Italy;;;;;;;906;;
4317;Luigi Maffini, Pietraincatenata Fiano, Paestum, Campania, Italy 2018;Luigi Maffini;2018;Still;White;Italy;Campania;Paestum;Dry;13.50%;Lightly Oaked;['100% Fiano'];Pietraincatenata Fiano;Cork;Medium
4318;Battifarano, Le Paglie, Greco di Matera, Basilicata, Italy 2019;Battifarano;2019;Still;White;Italy;Basilicata;;Dry;13.00%;Unoaked;['100% Greco'];Le Paglie, Greco di Matera;Cork;Medium
4319;Cantine Settesoli, Mandrarossa, Bertolino Soprano, Menfi, Sicily, Italy 2017;Cantine Settesoli;2017;Still;White;Italy;Sicily;;Dry;12.50%;Lightly Oaked;['100% Grillo'];Mandrarossa, Bertolino Soprano, Menfi;Cork;Medium
4320;Pietradolce, Contrada Rampante, Etna, Sicily, Italy 2016;Pietradolce;2016;Still;Red;Italy;Sicily;Etna;Dry;13.50%;Oaked;['100% Nerello Mascalese'];Contrada Rampante;Cork;Full
4321;Podere Giodo, Alberelli di Giodo, Sicily, Italy 2016;Podere Giodo;2016;Still;Red;Italy;Sicily;;Dry;14.00%;Oaked;['100% Nerello Mascalese'];Alberelli di Giodo;Cork;Full
4322;Elena Fucci, Titolo, Aglianico del Vulture, Basilicata, Italy 2016;Elena Fucci;2016;Still;Red;Italy;Basilicata;Aglianico del Vulture;Dry;14.00%;Oaked;['Aglianico'];Titolo;Natural Cork;Full
4323;Azienda Agricola Pietro Caciorgna, N’Anticchia, Etna, Sicily, Italy 2015;Azienda Agricola Pietro Caciorgna;2015;Still;Red;Italy;Sicily;Etna;Dry;13.50%;Oaked;['100% Nerello Mascalese'];N’Anticchia;Cork;Full
4324;Palmento Costanzo, Contrada Santa Spirito, Etna, Sicily, Italy 2016;Palmento Costanzo;2016;Still;Red;Italy;Sicily;Etna;Dry;13.50%;Oaked;['100% Nerello Mascalese'];Contrada Santa Spirito;Cork;Full
4325;Tenuta di Castellaro, Corinto, Lipari, Terre Siciliane, Sicily, Italy 2017;Tenuta di Castellaro;2017;Still;Red;Italy;Sicily;Terre Siciliane;Dry;13.00%;Oaked;['100% Corinto Nero'];Corinto, Lipari;Cork;Full
4326;Paolo Petrilli, Agramante Cacc’e Mmitte di Lucera, Puglia, Italy 2017;Paolo Petrilli;2017;Still;Red;Italy;Puglia;;Dry;12.50%;Oaked;['Montepulciano', 'Nero di Troia', 'Sangiovese'];Agramante Cacc’e Mmitte di Lucera;Cork;Medium
4327;Vigneti del Vulture, Pipoli, Aglianico del Vulture, Basilicata, Italy 2018;Vigneti del Vulture;2018;Still;Red;Italy;Basilicata;Aglianico del Vulture;Dry;13.50%;Lightly Oaked;['100% Aglianico'];Pipoli;Cork;Medium
4328;Pieropan, Vigna Garzon, Amarone della Valpolicella, 2015;Pieropan;2015;Still;Red;Italy;Veneto;Amarone della Valpolicella;Dry;16.50%;;['60% Corvina', '15% Croatina', '15% Rondinella'];Vigna Garzon;;
4329;Giuseppe Rinaldi, Tre Tine, Barolo, Piedmont, Italy, 2015;Giuseppe Rinaldi;2015;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;;['Nebbiolo'];Tre Tine;;
4330;Canalicchio di Sopra, Rosso di Montalcino,Rosso di Montalcino, 2018;Canalicchio di Sopra;2018;Still;Red;Italy;Tuscany;Rosso di Montalcino;Dry;14.00%;;['Sangiovese'];Rosso di Montalcino;;
4331;La Staffa, Rincrocca Verdicchio Riserva, Verdicchio dei Castelli di Jesi, Classico, 2016;La Staffa;2016;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;13.50%;;['Verdicchio'];Rincrocca Verdicchio Riserva;;
4332;Colombera & Garella, Pizzaguerra, Lessona, Piedmont, 2016;Colombera & Garella;2016;Still;Red;Italy;Piedmont;Lessona;Dry;13.00%;;['Vespolina'];Pizzaguerra;;
4333;Istine, Le Vigne, Chianti, Classico, Tuscany, Italy, 2015;Istine;2015;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;;['100% Sangiovese'];Le Vigne;;
4334;Edi Keber, K, Collio, Friuli Venezia Giulia, Italy, 2017;Edi Keber;2017;Still;White;Italy;Friuli Venezia Giulia;Collio;Dry;13.00%;;['Malvasia', 'Ribolla Gialla', 'Tocai Friulano'];K;;
4335;Grifalco, Damaschito, Aglianico del Vulture, 2015;Grifalco;2015;Still;Red;Italy;Basilicata;Aglianico del Vulture;Dry;14.50%;;['Aglianico'];Damaschito;;
4336;Cottanera, Etna Bianco, Etna, Sicily, Italy, 2018;Cottanera;2018;Still;White;Italy;Sicily;Etna;Dry;12.50%;;['100% Carricante'];Etna Bianco;;
4337;Tenuta San Guido, Sassicaia, Bolgheri 2016;Tenuta San Guido;2016;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['15% Cabernet Franc', '85% Cabernet Sauvignon'];Sassicaia;Cork;Full
4338;Agricola Cottini, Villa Annaberta, Amarone della Valpolicella, Veneto, 2016;Agricola Cottini;2016;Still;Red;Italy;Veneto;Amarone della Valpolicella;Dry;15.00%;;['Corvina', 'Rondinella', 'Molinara'];Villa Annaberta;;
4339;Col del Mondo, Terre dei Vestini, Montepulciano d’Abruzzo, Italy, 2016;Col del Mondo;2016;Still;Red;Italy;Abruzzo;Montepulciano d’Abruzzo;Dry;14.00%;;['Montepulciano'];Terre dei Vestini;;
4340;Gianni Tessari, Tai Rosso, Colli Berici, Veneto, Italy, 2017;Gianni Tessari;2017;Still;Red;Italy;Veneto;Colli Berici;Dry;12.50%;;['Tai Rosso'];Tai Rosso;;
4341;Masseria Borgo dei Trulli, Saracena Primitivo, Salento, 2017;Masseria Borgo dei Trulli;2017;Still;Red;Italy;Puglia;Salento;Dry;14.50%;;['Primitivo'];Saracena Primitivo;;
4342;La Biòca, Stërmà, Nebbiolo d'Alba, Piedmont, Italy, 2017;La Biòca;2017;Still;Red;Italy;Piedmont;Nebbiolo d'Alba;Dry;14.50%;;['Nebbiolo'];Stërmà;;
4343;Nero Oro, Rosso Riverva, Sicily, Italy, 2016;Nero Oro;2016;Still;Red;Italy;Sicily;;Dry;13.50%;;"[""Nero d'Avola""]";Rosso Riverva;;
4344;Morisfarms, Morellino di Scansano, Tuscany, Italy, 2017;Morisfarms;2017;Still;Red;Italy;Tuscany;;Dry;13.50%;;['Merlot', 'Sangiovese', 'Syrah / Shiraz'];Morellino di Scansano;;
4345;Castelfeder, Rieder Lagrein, Trentino-Alto Adige, 2018;Castelfeder;2018;Still;Red;Italy;Trentino-Alto Adige;;Dry;13.00%;;['Lagrein'];Rieder Lagrein;;
4346;Feudo Disisa, Granmassenti Perricone, Sicily, Italy, 2017;Feudo Disisa;2017;Still;Red;Italy;Sicily;;Dry;14.00%;;['Perricone'];Granmassenti Perricone;;
4347;Sesti, Grangiovese, Tuscany, Italy, 2016;Sesti;2016;Still;Red;Italy;Tuscany;;Dry;14.00%;;['Sangiovese'];Grangiovese;;
4348;Ciabot Berton, Fisetta, Barbera d'Asti, Piedmont, 2017;Ciabot Berton;2017;Still;Red;Italy;Piedmont;;;;;;Fisetta;;
4349;Carpineto, Dogajolo, Tuscany, Italy, 2017;Carpineto;2017;Still;Red;Italy;Tuscany;;Dry;13.50%;;['Cabernet Sauvignon', 'Sangiovese'];Dogajolo;;
4350;Tibaldi, Barbera d'Alba, Barbera d'Asti, Piedmont, 2018;Tibaldi;2018;Still;Red;Italy;Piedmont;Barbera d'Asti;Dry;14.50%;;['Barbera'];Barbera d'Alba;;
4351;Cantina di Negrar, Appassimento, Veneto, Italy, 2018;Cantina di Negrar;2018;Still;Red;Italy;Veneto;;Dry;14.00%;;['Corvina', 'Corvinone'];Appassimento;;
4352;Castello di Bossi, Chianti, Classico, Tuscany, Italy, 2015;Castello di Bossi;2015;Still;Red;Italy;Tuscany;Chianti;Dry;;Oaked;['100% Sangiovese'];;;Medium
4353;Monte Zovo, Valpolicella, Ripasso Superiore, Veneto, 2015;Monte Zovo;2015;Still;Red;Italy;Veneto;Valpolicella;Dry;14.50%;;['Corvina', 'Corvinone', 'Rondinella'];;;
4354;Cantina di Negrar, Amarone della Valpolicella, Classico, Veneto, 2016;Cantina di Negrar;2016;Still;Red;Italy;Veneto;Amarone della Valpolicella;Dry;15.00%;;['Corvina', 'Rondinella'];;;
4355;Fattoria della Talosa, Rosso di Montepulciano, Tuscany, 2018;Fattoria della Talosa;2018;Still;Red;Italy;Tuscany;Rosso di Montepulciano;Dry;13.50%;;['Montepulciano'];;;
4356;Valentini, Montepulciano d’Abruzzo, Abruzzo, Italy, 1985;Valentini;1985;Still;Red;Italy;Abruzzo;Montepulciano d’Abruzzo;Dry;14.00%;Lightly Oaked;['100% Montepulciano'];;Cork;Medium
4357;Valentini, Montepulciano d’Abruzzo, Abruzzo, Italy, 2012;Valentini;2012;Still;Red;Italy;Abruzzo;Montepulciano d’Abruzzo;Dry;14.00%;Lightly Oaked;['100% Montepulciano'];;Cork;Medium
4358;Valentini, Cerasuolo d'Abruzzo, Abruzzo, Italy, 1979;Valentini;1979;Still;Rosé;Italy;Abruzzo;Cerasuolo d'Abruzzo;Dry;13.60%;Lightly Oaked;['100% Montepulciano'];;Cork;Medium
4359;Valentini, Trebbiano d’Abruzzo, Abruzzo, Italy, 1978;Valentini;1978;Still;White;Italy;Abruzzo;Trebbiano d’Abruzzo;;;;;;;
4360;Valentini, Trebbiano d’Abruzzo, Trebbiano d’Abruzzo, 2015;Valentini;2015;Still;White;Italy;Abruzzo;Trebbiano d’Abruzzo;Dry;12.50%;;['Trebbiano Abruzzese'];Trebbiano d’Abruzzo;Cork;Medium
4361;Valentini, Trebbiano d’Abruzzo, Trebbiano d’Abruzzo, 2010;Valentini;2010;Still;White;Italy;Abruzzo;Trebbiano d’Abruzzo;Dry;12.50%;Unoaked;['100% Trebbiano Abruzzese'];Trebbiano d’Abruzzo;Cork;Light
4362;San Lorenzo, Campo delle Oche, Verdicchio dei Castelli di Jesi, Classico Superiore, 2015;San Lorenzo;2015;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;15.00%;;['100% Verdicchio'];Campo delle Oche;Cork;Medium
4363;Cantine Belisario, Cambrugiano Riserva, Verdicchio, di Matelica, 2016;Cantine Belisario;2016;Still;White;Italy;Le Marche;Verdicchio;Dry;13.00%;;['100% Verdicchio'];Cambrugiano Riserva;Cork;Medium
4364;Colonnara, Cuprese, Verdicchio dei Castelli di Jesi, Classico Superiore, 2018;Colonnara;2018;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;13.00%;;['100% Verdicchio'];Cuprese;Cork;Medium
4365;Tenuta di Tavignano, Villa Torre, Verdicchio dei Castelli di Jesi, Classico Superiore, 2018;Tenuta di Tavignano;2018;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;13.00%;;['100% Verdicchio'];Villa Torre;Screwcap;Medium
4366;Tenuta dell'Ugolino, Le Piaole, Verdicchio dei Castelli di Jesi, Classico, 2018;Tenuta dell'Ugolino;2018;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;13.00%;;['100% Verdicchio'];Le Piaole;Cork;Medium
4367;Tenuta di Tavignano, Misco Riserva, Verdicchio dei Castelli di Jesi, Classico Superiore, 2016;Tenuta di Tavignano;2016;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;14.00%;;['100% Verdicchio'];Misco Riserva;Cork;Medium
4368;Villa Bucci, Villa Bucci Riserva, Verdicchio dei Castelli di Jesi, Classico Superiore, 2016;Villa Bucci;2016;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;14.00%;;['100% Verdicchio'];Villa Bucci Riserva;Cork;Medium
4369;Pievalta, San Paolo Riserva, Verdicchio dei Castelli di Jesi, Classico Superiore, 2015;Pievalta;2015;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;14.00%;;['100% Verdicchio'];San Paolo Riserva;Cork;Medium
4370;Andrea Felici, Vigna Il Cantico della Figura Riserva, Verdicchio dei Castelli di Jesi, Classico, 2016;Andrea Felici;2016;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;14.00%;;['100% Verdicchio'];Vigna Il Cantico della Figura Riserva;Screwcap;Medium
4371;Provima, Matérga Riserva, Verdicchio, di Matelica, 2017;Provima;2017;Still;White;Italy;Le Marche;Verdicchio;Dry;14.00%;;['100% Verdicchio'];Matérga Riserva;Cork;Medium
4372;Mirizzi, Cogito A, Verdicchio dei Castelli di Jesi, Classico, Italy, 2018;Mirizzi;2018;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;14.00%;;['100% Verdicchio'];Cogito A;Cork;Full
4373;Sartarelli, Verdicchio dei Castelli di Jesi, Classico, 2018;Sartarelli;2018;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;13.00%;;['100% Verdicchio'];;Cork;Medium
4374;Colpaola, Verdicchio, di Matelica, Le Marche, Italy, 2018;Colpaola;2018;Still;White;Italy;Le Marche;Verdicchio;Dry;14.00%;;['100% Verdicchio'];;Screwcap;Medium
4375;Villa Bucci, Verdicchio dei Castelli di Jesi, Classico, 2018;Villa Bucci;2018;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;14.00%;;['100% Verdicchio'];;Cork;Medium
4376;Andrea Felici, Verdicchio dei Castelli di Jesi, Classico, 2018;Andrea Felici;2018;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;13.00%;;['100% Verdicchio'];;Screwcap;Medium
4377;Collestefano, Verdicchio, di Matelica, Le Marche, 2018;Collestefano;2018;Still;White;Italy;Le Marche;Verdicchio;Dry;12.00%;;['100% Verdicchio'];;Cork;Medium
4378;Pievalta, Verdicchio dei Castelli di Jesi, Classico, 2018;Pievalta;2018;Still;White;Italy;Le Marche;Verdicchio dei Castelli di Jesi;Dry;14.00%;;['100% Verdicchio'];;Cork;Full
4379;Sassi del Mare, Vermentino Toscana, Tuscany, Italy, 2018;Sassi del Mare;2018;Still;White;Italy;Tuscany;;Dry;13.00%;;['100% Vermentino'];Vermentino Toscana;Cork;
4380;Lidl, Barbera d'Asti Superiore, Piedmont, Italy, 2016;Lidl;2016;Still;Red;Italy;Piedmont;;Dry;13.50%;;['90% Barbera'];Barbera d'Asti Superiore;Cork;
4381;Lidl, Terre Siciliane Appassite, Sicily, Italy, 2018;Lidl;2018;Still;Red;Italy;Sicily;;Dry;14.00%;;['20% Cabernet Sauvignon', '20% Merlot', '60% Syrah / Shiraz'];Terre Siciliane Appassite;Cork;
4382;Gavioli Antica Cantina, Gavioli Moscato Spumante;Gavioli Antica Cantina;;Sparkling;White;Italy;Emilia Romagna;;Medium Sweet;6.50%;;['100% Moscato'];Gavioli Moscato Spumante;Cork;
4383;Cantina di Venosa, Terre di Orazio, Aglianico del Vulture, 2015;Cantina di Venosa;2015;Still;Red;Italy;Campania;Aglianico del Vulture;Dry;14.00%;;['100% Aglianico'];Terre di Orazio;;Medium
4384;Elena Fucci, Titolo 20th Anniversary, Aglianico del Vulture, 2017;Elena Fucci;2017;Still;Red;Italy;Campania;Aglianico del Vulture;Dry;14.00%;;['100% Aglianico'];Titolo 20th Anniversary;;Medium
4385;Feudi di San Gregorio, Serpico, Irpinia Aglianico, 2012;Feudi di San Gregorio;2012;Still;Red;Italy;Campania;Irpinia Aglianico;Dry;14.50%;;['100% Aglianico'];Serpico;;Medium
4386;Vigneti Tardis, Sabato, Campania, Italy, 2017;Vigneti Tardis;2017;Still;Red;Italy;Campania;;Dry;13.00%;;['100% Aglianicone'];Sabato;;Medium
4387;Mastroberardino, Redimore, Irpinia Aglianico, Campania, 2016;Mastroberardino;2016;Still;Red;Italy;Campania;Irpinia Aglianico;Dry;13.50%;;['100% Aglianico'];Redimore;;Medium
4388;Luigi Maffini, Klèos, Campania, Italy, 2016;Luigi Maffini;2016;Still;Red;Italy;Campania;;Dry;14.00%;;['100% Aglianico'];Klèos;;Medium
4389;Mastroberardino, Radici, Taurasi, Campania, Italy, 2015;Mastroberardino;2015;Still;Red;Italy;Campania;Taurasi;Dry;13.50%;;['100% Aglianico'];Radici;;Medium
4390;La Guardiense, Janare Lùcchero, Sannio, Campania, 2015;La Guardiense;2015;Still;Red;Italy;Campania;Sannio;Dry;13.00%;;['100% Aglianico'];Janare Lùcchero;;Medium
4391;La Guardiense, Farfallone, Sannio, Campania, Italy, 2016;La Guardiense;2016;Still;Red;Italy;Campania;Sannio;Dry;13.00%;;['100% Aglianico'];Farfallone;;Medium
4392;Luigi Maffini, Cenito, Campania, Italy, 2015;Luigi Maffini;2015;Still;Red;Italy;Campania;;Dry;14.00%;;['100% Aglianico'];Cenito;;Medium
