;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Alcohol;Oak;Grapes;Brand;Closure;Body
4393;Feudi di San Gregorio, Basilisco Teodosio, Aglianico del Vulture, 2015;Feudi di San Gregorio;2015;Still;Red;Italy;Campania;Aglianico del Vulture;Dry;13.50%;;['100% Aglianico'];Basilisco Teodosio;;Medium
4394;Alovini, Alvolo, Aglianico del Vulture, Campania, 2016;Alovini;2016;Still;Red;Italy;Campania;Aglianico del Vulture;Dry;12.50%;;['100% Aglianico'];Alvolo;;Medium
4395;Fontodi, Vigna del Sorbo Gran Selezione, Chianti, Classico, 2016;Fontodi;2016;Still;Red;Italy;Tuscany;Chianti;Dry;15.00%;Oaked;['100% Sangiovese'];Vigna del Sorbo Gran Selezione;Natural Cork;Medium
4396;Istine, Le Vigne Riserva, Chianti, Classico, Tuscany, 2016;Istine;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;;['Sangiovese'];Le Vigne Riserva;Natural Cork;Medium
4397;Castello di Cacchiano, Riserva, Chianti, Classico, 2015;Castello di Cacchiano;2015;Still;Red;Italy;Tuscany;Chianti;Dry;15.00%;;['Sangiovese'];Riserva;Natural Cork;Medium
4398;Castello di Querceto, Riserva, Chianti, Classico, 2016;Castello di Querceto;2016;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;Oaked;['92% Sangiovese'];Riserva;Natural Cork;Medium
4399;Dievole, Novecento Riserva, Chianti, Classico, Tuscany, 2016;Dievole;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;;['Sangiovese'];Novecento Riserva;Natural Cork;Medium
4400;Cinciano, Riserva, Chianti, Classico, Tuscany, Italy, 2016;Cinciano;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.50%;Oaked;['100% Sangiovese'];Riserva;Cork;Full
4401;Tenuta di Nozzole, La Forra Riserva, Chianti, Classico, 2015;Tenuta di Nozzole;2015;Still;Red;Italy;Tuscany;Chianti;Dry;14.50%;Oaked;['100% Sangiovese'];La Forra Riserva;Natural Cork;Medium
4402;San Felice, Il Grigio Riserva, Chianti, Classico, 2016;San Felice;2016;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;Oaked;['100% Sangiovese'];Il Grigio Riserva;Natural Cork;Medium
4403;Maurizio Alongi, Vigna Barbischio Riserva, Chianti Classico, 2016;Maurizio Alongi;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;;['Sangiovese'];Vigna Barbischio Riserva;Natural Cork;Medium
4404;Caparsa, Doccio a Matteo Riserva, Chianti, Classico, 2016;Caparsa;2016;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;;['Sangiovese'];Doccio a Matteo Riserva;Natural Cork;Medium
4405;Barone Ricasoli, Brolio Riserva, Chianti, Classico, 2016;Barone Ricasoli;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;Oaked;['5% Cabernet Sauvignon', '15% Merlot', '80% Sangiovese'];Brolio Riserva;Natural Cork;Medium
4406;Villa La Pagliaia, Gran Selezione, Chianti, Classico, 2015;Villa La Pagliaia;2015;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;Oaked;['100% Sangiovese'];Gran Selezione;Natural Cork;Medium
4407;Santo Stefano, Gran Selezione, Chianti, Classico, 2016;Santo Stefano;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;;['100% Sangiovese'];Gran Selezione;Natural Cork;Medium
4408;Casa Emma, Gran Selezione, Chianti, Classico, Tuscany, 2016;Casa Emma;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;;['Sangiovese'];Gran Selezione;Natural Cork;Medium
4409;Castelli del Grevepesa, Clemente VII Riserva, Chianti Classico, 2016;Castelli del Grevepesa;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;Oaked;['100% Sangiovese'];Clemente VII Riserva;Natural Cork;Medium
4410;Poggio al Sole, Casasilia Gran Selezione, Chianti, Classico, 2016;Poggio al Sole;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.50%;Oaked;['100% Sangiovese'];Casasilia Gran Selezione;Cork;Full
4411;Il Molino di Grace, Riserva, Chianti, Classico, 2016;Il Molino di Grace;2016;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;Oaked;['100% Sangiovese'];Riserva;Cork;Full
4412;Castello di Ama, Vigneto Bellavista Gran Selezione, Chianti Classico 2016;Castello di Ama;2016;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;Oaked;['90% Malvasia Nera', '80% Sangiovese'];Vigneto Bellavista Gran Selezione;Cork;Full
4413;Nittardi, Chianti Classico Riserva 2016;Nittardi;2016;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;Lightly Oaked;['5% Merlot', '95% Sangiovese'];Riserva;Natural Cork;Medium
4414;Nittardi, Chianti Classico Riserva 2016;Nittardi;2016;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;Lightly Oaked;['5% Merlot', '95% Sangiovese'];Riserva;Natural Cork;Medium
4415;Rovellotti, Riserva, Ghemme, Piedmont, Italy, 2013;Rovellotti;2013;Still;Red;Italy;Piedmont;Ghemme;Dry;14.00%;Oaked;['95% Nebbiolo', '5% Vespolina'];Riserva;Cork;Full
4416;Davide Carlone, Adele, Boca, Piedmont, Italy, 2016;Davide Carlone;2016;Still;Red;Italy;Piedmont;Boca;Dry;13.50%;Oaked;['85% Nebbiolo', '15% Vespolina'];Adele;Cork;Full
4417;Antoniolo, San Francesco, Gattinara, Piedmont, Italy, 2015;Antoniolo;2015;Still;Red;Italy;Piedmont;Gattinara;Dry;13.50%;Oaked;['100% Nebbiolo'];San Francesco;Cork;Full
4418;La Palazzina, Balmi Bioti, Bramaterra, Piedmont, Italy, 2015;La Palazzina;2015;Still;Red;Italy;Piedmont;Bramaterra;Dry;12.50%;Oaked;['15% Croatina', '70% Nebbiolo', '8% Vespolina'];Balmi Bioti;Cork;Full
4419;Antoniotti, Bramaterra, Piedmont, Italy, 2016;Antoniotti;2016;Still;Red;Italy;Piedmont;Bramaterra;Dry;14.00%;Oaked;['20% Croatina', '70% Nebbiolo', '7% Vespolina'];;Cork;Full
4420;Le Piane, Boca, Piedmont, Italy, 2015;Le Piane;2015;Still;Red;Italy;Piedmont;Boca;Dry;13.50%;Oaked;['85% Nebbiolo', '15% Vespolina'];;Cork;Full
4421;Sella, Omaggio a Quintino Sella, Lessona, Piedmont, 2009;Sella;2009;Still;Red;Italy;Piedmont;Lessona;Dry;12.80%;Oaked;['85% Nebbiolo', '15% Vespolina'];Omaggio a Quintino Sella;Cork;Full
4422;Proprieta Sperino, Lessona, Piedmont, Italy, 2014;Proprieta Sperino;2014;Still;Red;Italy;Piedmont;Lessona;Dry;13.00%;Oaked;['95% Nebbiolo', '5% Vespolina'];;Cork;Medium
4423;Travaglini, Riserva, Gattinara, Piedmont, Italy, 2013;Travaglini;2013;Still;Red;Italy;Piedmont;Gattinara;Dry;13.70%;Oaked;['100% Nebbiolo'];Riserva;Cork;Full
4424;Torraccia del Piantavigna, Gattinara, Piedmont, Italy, 2015;Torraccia del Piantavigna;2015;Still;Red;Italy;Piedmont;Gattinara;Dry;14.00%;Oaked;['100% Nebbiolo'];;Cork;Full
4425;Valle Roncati, Vigna di Sopra Riserva, Fara, Piedmont, 2012;Valle Roncati;2012;Still;Red;Italy;Piedmont;Fara;Dry;13.50%;Oaked;['70% Nebbiolo', '10% Uva Rara', '20% Vespolina'];Vigna di Sopra Riserva;Cork;Full
4426;G Bianchi, Valferana, Gattinara, Piedmont, Italy, 2011;G Bianchi;2011;Still;Red;Italy;Piedmont;Gattinara;Dry;13.00%;Oaked;['100% Nebbiolo'];Valferana;Cork;Full
4427;Monchiero Carbone, Printi Riserva, Roero, Piedmont, 2016;Monchiero Carbone;2016;Still;Red;Italy;Piedmont;Roero;Dry;14.50%;Oaked;['100% Nebbiolo'];Printi Riserva;Cork;Full
4428;Angelo Negro & Figli, Sudisfà Riserva, Roero, 2016;Angelo Negro & Figli;2016;Still;Red;Italy;Piedmont;Roero;Dry;14.50%;Oaked;['100% Nebbiolo'];Sudisfà Riserva;Cork;Full
4429;Bruna Grimaldi, Badarina, Barolo, Serralunga d’Alba, 2016;Bruna Grimaldi;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Badarina;Cork;Full
4430;Manera, Barbaresco, Piedmont, Italy, 2017;Manera;2017;Still;Red;Italy;Piedmont;Barbaresco;Dry;;Oaked;['100% Nebbiolo'];;Cork;Full
4431;Cascina Bruciata, Rio Sordo Riserva, Barbaresco, Barbaresco 2015;Cascina Bruciata;2015;Still;Red;Italy;Piedmont;Barbaresco;Dry;;Oaked;['100% Nebbiolo'];Rio Sordo Riserva;Cork;Full
4432;Cisa Asinari dei Marchesi di Grésy, Camp Gros Martinenga Riserva, Barbaresco 2015;Cisa Asinari dei Marchesi di Grésy;2015;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.00%;Oaked;['100% Nebbiolo'];Camp Gros Martinenga Riserva;Cork;Full
4433;Cascina Luisin, Asili, Barbaresco, Barbaresco, 2017;Cascina Luisin;2017;Still;Red;Italy;Piedmont;Barbaresco;Dry;;Oaked;['100% Nebbiolo'];Asili;Cork;Full
4434;Voghera, Cottà, Barbaresco, Neive, Piedmont, Italy, 2017;Voghera;2017;Still;Red;Italy;Piedmont;Barbaresco;Dry;;Oaked;['100% Nebbiolo'];Cottà;Cork;Full
4435;Rizzi, Rizzi Vigna Boito Riserva, Barbaresco, Treiso, 2015;Rizzi;2015;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.00%;Oaked;['100% Nebbiolo'];Rizzi Vigna Boito Riserva;Cork;Full
4436;Gaja, Sori Tildin, Barbaresco, Barbaresco, Piedmont, 2017;Gaja;2017;Still;Red;Italy;Piedmont;Barbaresco;Dry;14.20%;Oaked;['100% Nebbiolo'];Sori Tildin;Cork;Full
4437;Poderi Luigi Einaudi, Cannubi, Barolo, Barolo, 2016;Poderi Luigi Einaudi;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Cannubi;Cork;Full
4438;Virna Borgogno, Cannubi Boschis, Barolo, Barolo, 2016;Virna Borgogno;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Cannubi Boschis;Cork;Full
4439;GD Vajra, Bricco delle Viole, Barolo, Barolo, Piedmont, 2016;GD Vajra;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Bricco delle Viole;Cork;Full
4440;Giovanni Sordo, Rocche di Castiglione, Barolo, 2016;Giovanni Sordo;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Rocche di Castiglione;Cork;Full
4441;Sobrero, Parussi, Barolo, Castiglione Falletto, 2016;Sobrero;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Parussi;Cork;Full
4442;Simone Scaletta, Bricco San Pietro, Barolo, Monforte d’Alba;Simone Scaletta;2016;Still;Red;Italy;Piedmont;;;;;;Bricco San Pietro;;
4443;Josetta Saffirio, Barolo, Monforte d’Alba, Piedmont, 2016;Josetta Saffirio;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];;Cork;Full
4444;Giovanni Rosso, Cerretta, Barolo, Serralunga d’Alba, 2016;Giovanni Rosso;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Cerretta;Cork;Full
4445;Rocche Costamagna, Rocche dell'Annunziata, Barolo, La Morra, 2016;Rocche Costamagna;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Rocche dell'Annunziata;Cork;Full
4446;Tenuta Rocca, Bussia, Barolo, Monforte d’Alba, 2016;Tenuta Rocca;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Bussia;Cork;Full
4447;Parusso, Mosconi, Barolo, Monforte d’Alba, Piedmont, 2016;Parusso;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Mosconi;Cork;Full
4448;Oddero, Brunate, Barolo, La Morra, Piedmont, Italy, 2016;Oddero;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Brunate;Cork;Full
4449;Marcarini, La Serra, Barolo, La Morra, Piedmont, Italy, 2016;Marcarini;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];La Serra;Cork;Full
4450;Lodali, Bricco Ambrogio, Barolo, Roddi, Piedmont, 2016;Lodali;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Bricco Ambrogio;Cork;Full
4451;Luigino Grimaldi, San Biagio, Barolo, La Morra, 2016;Luigino Grimaldi;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];San Biagio;Cork;Full
4452;Giacomo Grimaldi, Sottocastello di Novello, Barolo, 2016;Giacomo Grimaldi;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Sottocastello di Novello;Cork;Full
4453;Le Ginestre, Sottocastello di Novello, Barolo, Novello, 2016;Le Ginestre;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Sottocastello di Novello;Cork;Full
4454;La Fusina, Perno, Barolo, Monforte d’Alba, Piedmont, 2016;La Fusina;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Perno;Cork;Full
4455;Fontanafredda, Barolo, Serralunga d’Alba, Piedmont, 2016;Fontanafredda;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];;Cork;Full
4456;Produttori del Barbaresco, Montestefano Riserva, Barbaresco 2015;Produttori del Barbaresco;2015;Still;Red;Italy;Piedmont;Barbaresco;Dry;;Oaked;['100% Nebbiolo'];Montestefano Riserva;Natural Cork;Medium
4457;Produttori del Barbaresco, Pajè Riserva, Barbaresco 2015;Produttori del Barbaresco;2015;Still;Red;Italy;Piedmont;Barbaresco;Dry;;Oaked;['100% Nebbiolo'];Pajè Riserva;Natural Cork;Medium
4458;Gigi Rosso, Arione dell'Ulivo Riserva, Barolo, Serralunga d'Alba 2014;Gigi Rosso;2014;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Arione dell'Ulivo Riserva;Cork;Full
4459;Franco Conterno, Bussia Riserva, Barolo, Monforte d’Alba 2014;Franco Conterno;2014;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Bussia Riserva;Cork;Full
4460;Bruno Giacosa, Le Rocche del Falletto Riserva, Barolo, Serralunga d'Alba 2014;Bruno Giacosa;2014;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Le Rocche del Falletto Riserva;Cork;Full
4461;Monchiero, Rocche di Castiglione, Barolo, Castiglione Falletto 2016;Monchiero;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Rocche di Castiglione;Cork;Full
4462;Marco Marengo, Brunate, Barolo, La Morra, Piedmont, 2016;Marco Marengo;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Brunate;Cork;Full
4463;Elio Grasso, Gavarina Chiniera, Barolo, Monforte d’Alba 2016;Elio Grasso;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Gavarina Chiniera;Cork;Full
4464;ForteMasso, Castelletto, Barolo, Monforte d’Alba, 2016;ForteMasso;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Castelletto;Cork;Full
4465;Fogliati, Bussia, Barolo, Monforte d’Alba, Piedmont, 2016;Fogliati;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Bussia;Cork;Full
4466;Borgogno Francesco, Brunate, Barolo, La Morra, 2016;Borgogno Francesco;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Brunate;Cork;Full
4467;Giacomo Fenocchio, Bussia, Barolo, Monforte d’Alba, 2016;Giacomo Fenocchio;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Bussia;Cork;Full
4468;Gian Luca Colombo, Bricco Ambrogio, Barolo, Roddi, Piedmont, 2016;Gian Luca Colombo;2016;Still;Red;Italy;Piedmont;Barolo;Dry;13.50%;Oaked;['100% Nebbiolo'];Bricco Ambrogio;Cork;Full
4469;Pecchenino, Bussia, Barolo, Monforte d’Alba, Piedmont, 2016;Pecchenino;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Bussia;Cork;Full
4470;Renato Ratti, Rocche dell'Annunziata, Barolo, La Morra, Piedmont, 2016;Renato Ratti;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Rocche dell'Annunziata;Cork;Full
4471;Aurelio Settimo, Rocche dell'Annunziata, Barolo, La Morra, Piedmont, 2016;Aurelio Settimo;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Rocche dell'Annunziata;Cork;Full
4472;Diego Morra, Monvigliero, Barolo, Verduno, Piedmont, 2016;Diego Morra;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Monvigliero;Cork;Full
4473;Pressenda, Bricco San Pietro, Barolo, Monforte d’Alba, Piedmont, 2016;Pressenda;2016;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['100% Nebbiolo'];Bricco San Pietro;Cork;Full
4474;Roccheviberti, Bricco Boschis, Barolo, Castiglione Falletto, Piedmont, 2016;Roccheviberti;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Bricco Boschis;Cork;Full
4475;Broccardo, Bricco San Pietro, Barolo, Monforte d’Alba, Piedmont, 2016;Broccardo;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Bricco San Pietro;Cork;Full
4476;Luigi Pira, Margheria, Barolo, Serralunga d’Alba, Piedmont, 2016;Luigi Pira;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Margheria;Cork;Full
4477;Chionetti, Pian Polvere, Barolo, Monforte d’Alba, Piedmont, 2016;Chionetti;2016;Still;Red;Italy;Piedmont;;;;;;Pian Polvere;;
4478;Fratelli Revello, Cerretta, Barolo, Serralunga d’Alba, Piedmont, 2016;Fratelli Revello;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Cerretta;Cork;Full
4479;Brovia, Ca' Mia Brea, Barolo, Serralunga d’Alba, Piedmont, 2016;Brovia;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Ca' Mia Brea;Cork;Full
4480;Gianfranco Alessandria, San Giovanni, Barolo, Monforte d'Alba, Piedmont, 2016;Gianfranco Alessandria;2016;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['100% Nebbiolo'];San Giovanni;Cork;Full
4481;Ascheri, Barolo, Serralunga d’Alba, Piedmont, 2016;Ascheri;2016;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['100% Nebbiolo'];;Cork;Full
4482;Enzo Boglietti, Fossati, Barolo, La Morra, Piedmont, 2016;Enzo Boglietti;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Fossati;Cork;Full
4483;Cavallotto, Bricco Boschis, Barolo, Castiglione Falletto, Piedmont, 2016;Cavallotto;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Bricco Boschis;Cork;Full
4484;Gaja, Sperss, Barolo, Serralunga d’Alba, Piedmont, 2016;Gaja;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Sperss;Cork;Full
4485;Barale, Bussia, Barolo, Monforte d’Alba, Piedmont, 2016;Barale;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Bussia;Cork;Full
4486;Benanti, Pietra Marina, Etna, Sicily, Italy, 2016;Benanti;2016;Still;White;Italy;Sicily;Etna;Dry;12.00%;;['Carricante'];Pietra Marina;;
4487;ArnaldoRivera, Monvigliero, Barolo, Verduno, Piedmont, 2016;ArnaldoRivera;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Monvigliero;Cork;Full
4488;Cantina Terlano, Terlaner I Grande Cuvée, 2016;Cantina Terlano;2016;Still;White;Italy;Trentino-Alto Adige;;Dry;14.50%;;['23% Chardonnay', '2% Sauvignon Blanc', '75% Pinot Bianco'];Terlaner I Grande Cuvée;;
4489;Anselma, Pian Polvere, Barolo, Monforte d’Alba, 2016;Anselma;2016;Still;Red;Italy;Piedmont;;;;;;Pian Polvere;;
4490;Pieropan, La Rocca, Soave, Classico, Veneto, Italy, 2017;Pieropan;2017;Still;White;Italy;Veneto;Soave;Dry;13.00%;Oaked;['Garganega'];La Rocca;Cork;Medium
4491;Luigi Maffini, Kratos, Paestum, Campania, Italy, 2018;Luigi Maffini;2018;Still;White;Italy;Campania;Paestum;Dry;13.00%;Unoaked;['Fiano'];Kratos;Cork;Medium
4492;Tenuta di Trinoro, Bianco di Trinoro, Tuscany, Italy, 2017;Tenuta di Trinoro;2017;Still;White;Italy;Tuscany;;Dry;13.50%;;['Sémillon'];Bianco di Trinoro;;
4493;Siddùra, Bèru, Sardinia, Italy, 2016;Siddùra;2016;Still;White;Italy;Sardinia;;Dry;14.00%;;['Vermentino'];Bèru;;
4494;Vietti, Lazzarito, Barolo, Serralunga d’Alba, 2016;Vietti;2016;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['100% Nebbiolo'];Lazzarito;Cork;Full
4495;Luigi Vico, Prapo, Barolo, Serralunga d’Alba, 2016;Luigi Vico;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Prapo;Cork;Full
4496;Reverdito, Badarina, Barolo, Serralunga d’Alba, 2016;Reverdito;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Badarina;Cork;Full
4497;E Pira & Figli, Mosconi, Barolo, Monforte d’Alba, 2016;E Pira & Figli;2016;Still;Red;Italy;Piedmont;Barolo;Dry;;Oaked;['100% Nebbiolo'];Mosconi;Cork;Full
4498;Palladino, Parafada, Barolo, Serralunga d’Alba, 2016;Palladino;2016;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['100% Nebbiolo'];Parafada;Cork;Full
4499;Casa E di Mirafiore, Lazzarito, Barolo, Serralunga d’Alba 2016;Casa E di Mirafiore;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Lazzarito;Cork;Full
4500;Paolo Manzone, Meriame, Barolo, Serralunga d’Alba, 2016;Paolo Manzone;2016;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Meriame;Cork;Full
4501;Bruno Giacosa, Falletto, Barolo, Serralunga d’Alba, 2016;Bruno Giacosa;2016;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['100% Nebbiolo'];Falletto;Cork;Full
4502;Antonella Corda, Vermentino, Sardinia, Italy, 2019;Antonella Corda;2019;Still;White;Italy;Sardinia;;Dry;14.00%;;;Vermentino;;
4503;Villa Cialdini, Lambrusco Grasparossa di Castelvetro, 2019;Villa Cialdini;2019;Sparkling;Red;Italy;Emilia Romagna;;Dry;11.00%;;;Lambrusco Grasparossa di Castelvetro;;
4504;Cantina Diomede, Lama do Pietra Nero de Troia, Puglia, 2018;Cantina Diomede;2018;Still;Red;Italy;Puglia;;Dry;13.00%;;;Lama do Pietra Nero de Troia;;
4505;Rivetto, Serralunga, Barolo, Piedmont, Italy, 2006;Rivetto;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Serralunga;Natural Cork;Full
4506;Parusso, Bussia Riserva, Barolo, Piedmont, Italy, 2006;Parusso;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Bussia Riserva;Natural Cork;Full
4507;Brezza, Sarmassa, Barolo, Piedmont, Italy, 2006;Brezza;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Sarmassa;Natural Cork;Full
4508;Elvio Cogno, Ravera, Barolo, Piedmont, Italy, 2006;Elvio Cogno;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Ravera;Natural Cork;Full
4509;Giovanni Sordo, Perno Castiglione Falletto Riserva, Barolo 2006;Giovanni Sordo;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Perno Castiglione Falletto Riserva;Natural Cork;Full
4510;Monti, Bussia, Barolo, Piedmont, Italy, 2006;Monti;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Bussia;Natural Cork;Full
4511;Batasiolo, Cerequio, Barolo, Piedmont, Italy, 2006;Batasiolo;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Cerequio;Natural Cork;Full
4512;Negretti, Bricco Ambrogio, Barolo, Piedmont, Italy, 2006;Negretti;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Bricco Ambrogio;Natural Cork;Full
4513;Cascina Ballarin, Bussia, Barolo, Piedmont, Italy, 2006;Cascina Ballarin;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['100% Nebbiolo'];Bussia;Natural Cork;Full
4514;Boroli, Villero Riserva, Barolo, Piedmont, Italy, 2006;Boroli;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Villero Riserva;Natural Cork;Full
4515;Ceretto, Bricco Rocche, Barolo, Piedmont, Italy, 2006;Ceretto;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Bricco Rocche;Natural Cork;Full
4516;Marcarini, Brunate, Barolo, Piedmont, Italy, 2006;Marcarini;2006;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['100% Nebbiolo'];Brunate;Natural Cork;Full
4517;Castello di Verduno, Monvigliero Riserva, Barolo, 2006;Castello di Verduno;2006;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['100% Nebbiolo'];Monvigliero Riserva;Natural Cork;Full
4518;Angelo Negro & Figli, Serra Lupini Arneis, Roero, 2017;Angelo Negro & Figli;2017;Still;White;Italy;Piedmont;Roero;Dry;13.50%;;['Arneis'];Serra Lupini Arneis;Cork;Medium
